id_of_measurement,desirable_flight_level,desirable_lmotor,desirable_rmotor,lmotor_value,rmotor_value,altitude,temperature,pressure
53,200,180,180,194,194,275,24.81,1019.77
54,200,179,179,193,193,270,24.81,1019.77
55,200,178,178,192,192,267,24.81,1019.71
56,200,177,177,191,191,263,24.81,1019.71
57,200,176,176,189,189,259,24.81,1019.71
58,200,175,175,188,188,257,24.81,1019.71
59,200,174,174,188,188,253,24.81,1019.76
60,200,173,173,187,187,248,24.81,1019.76
61,200,172,172,186,186,244,24.81,1019.76
62,200,171,171,185,185,240,24.83,1019.75
63,200,170,170,183,183,239,24.83,1019.75
64,200,169,169,182,182,231,24.83,1019.75
65,200,168,168,181,181,226,24.83,1019.75
66,200,167,167,181,181,219,24.82,1019.78
67,200,166,166,180,180,215,24.82,1019.78
68,200,165,165,179,179,209,24.82,1019.78
69,200,164,164,178,178,200,24.81,1019.74
70,200,165,165,177,177,194,24.81,1019.74
71,200,166,166,175,175,182,24.81,1019.74
72,200,167,167,174,174,157,24.84,1019.8
73,200,168,168,174,174,142,24.84,1019.8
74,200,169,169,173,173,138,24.84,1019.8
75,200,170,170,172,172,130,24.84,1019.8
76,200,171,171,171,171,123,24.84,1019.71
77,200,172,172,169,169,115,24.84,1019.71
78,200,173,173,168,168,77,24.84,1019.71
79,200,174,174,168,168,75,24.84,1019.74
80,200,175,175,167,167,76,24.84,1019.74
81,200,176,176,166,166,76,24.84,1019.74
82,200,177,177,165,165,76,24.84,1019.74
83,200,178,178,164,164,76,24.84,1019.74
84,200,179,179,164,164,76,24.84,1019.74
85,200,180,180,163,163,75,24.84,1019.74
86,200,181,181,162,162,75,24.84,1019.78
87,200,182,182,168,168,76,24.84,1019.78
88,200,183,183,169,169,76,24.84,1019.78
89,200,184,184,170,170,76,24.84,1019.78
90,200,185,185,171,171,76,24.84,1019.78
91,200,186,186,171,171,76,24.84,1019.78
92,200,187,187,170,170,76,24.84,1019.78
93,200,188,188,174,174,75,24.84,1019.81
94,200,189,189,175,175,76,24.84,1019.81
95,200,190,190,176,176,76,24.84,1019.81
96,200,191,191,177,177,76,24.84,1019.81
97,200,192,192,178,178,75,24.86,1019.76
98,200,193,193,178,178,76,24.86,1019.76
99,200,194,194,177,177,76,24.86,1019.76
100,200,195,195,181,181,76,24.85,1019.74
101,200,196,196,182,182,76,24.85,1019.74
102,200,197,197,183,183,76,24.85,1019.74
103,200,198,198,184,184,76,24.86,1019.78
104,200,199,199,185,185,76,24.86,1019.78
105,200,200,200,185,185,76,24.86,1019.78
106,200,201,201,187,187,76,24.86,1019.78
107,200,202,202,188,188,76,24.87,1019.76
108,200,203,203,189,189,77,24.87,1019.76
109,200,204,204,190,190,79,24.87,1019.76
110,200,205,205,191,191,80,24.85,1019.72
111,200,206,206,192,192,88,24.85,1019.72
112,200,207,207,192,192,94,24.85,1019.72
113,200,208,208,194,194,100,24.85,1019.72
114,200,209,209,195,195,104,24.84,1019.73
115,200,210,210,196,196,109,24.84,1019.73
116,200,211,211,197,197,119,24.84,1019.73
117,200,212,212,198,198,127,24.84,1019.74
118,200,213,213,199,199,134,24.84,1019.74
119,200,214,214,199,199,143,24.84,1019.74
120,200,215,215,200,200,148,24.84,1019.74
121,200,216,216,200,200,154,24.86,1019.72
122,200,217,217,200,200,165,24.86,1019.72
123,200,218,218,200,200,167,24.86,1019.72
124,200,219,219,200,200,181,24.86,1019.82
125,200,220,220,200,200,188,24.86,1019.82
126,200,221,221,199,199,197,24.86,1019.82
127,200,222,222,200,200,202,24.86,1019.82
128,200,221,221,200,200,207,24.87,1019.76
129,200,220,220,200,200,213,24.87,1019.76
130,200,219,219,200,200,219,24.87,1019.76
131,200,218,218,200,200,222,24.86,1019.81
132,200,217,217,200,200,222,24.86,1019.81
133,200,216,216,199,199,224,24.86,1019.81
134,200,215,215,200,200,232,24.86,1019.8
135,200,214,214,200,200,232,24.86,1019.8
136,200,213,213,200,200,246,24.86,1019.8
137,200,212,212,200,200,249,24.86,1019.8
138,200,211,211,200,200,253,24.86,1019.77
139,200,210,210,200,200,257,24.86,1019.77
140,200,209,209,199,199,260,24.86,1019.77
141,200,208,208,200,200,261,24.86,1019.75
142,200,207,207,200,200,263,24.86,1019.75
143,200,206,206,200,200,264,24.86,1019.75
144,200,205,205,200,200,267,24.86,1019.75
145,200,204,204,200,200,269,24.86,1019.76
146,200,203,203,200,200,269,24.86,1019.76
147,200,202,202,199,199,270,24.86,1019.76
148,200,201,201,200,200,271,24.85,1019.8
149,200,200,200,200,200,271,24.85,1019.8
150,200,199,199,200,200,272,24.85,1019.8
151,200,198,198,200,200,272,24.85,1019.8
152,200,197,197,200,200,272,24.87,1019.73
153,200,196,196,200,200,272,24.87,1019.73
154,200,195,195,199,199,272,24.87,1019.73
155,200,194,194,200,200,272,24.87,1019.69
156,200,193,193,200,200,272,24.87,1019.69
157,200,192,192,200,200,274,24.87,1019.69
158,200,191,191,200,200,275,24.87,1019.69
159,200,190,190,200,200,276,24.88,1019.74
160,200,189,189,199,199,278,24.88,1019.74
161,200,188,188,199,199,277,24.88,1019.74
162,200,187,187,200,200,278,24.88,1019.83
163,200,186,186,200,200,279,24.88,1019.83
164,200,185,185,199,199,279,24.88,1019.83
165,200,184,184,198,198,279,24.88,1019.83
166,200,183,183,197,197,278,24.86,1019.77
167,200,182,182,196,196,276,24.86,1019.77
168,200,181,181,194,194,274,24.86,1019.77
169,200,180,180,194,194,271,24.88,1019.78
170,200,179,179,193,193,269,24.88,1019.78
171,200,178,178,192,192,266,24.88,1019.78
172,200,177,177,191,191,263,24.87,1019.72
173,200,176,176,190,190,261,24.87,1019.72
174,200,175,175,189,189,256,24.87,1019.72
175,200,174,174,187,187,252,24.87,1019.72
176,200,173,173,187,187,251,24.88,1019.78
177,200,172,172,186,186,243,24.88,1019.78
178,200,171,171,185,185,241,24.88,1019.78
179,200,170,170,184,184,238,24.89,1019.75
180,200,169,169,183,183,233,24.89,1019.75
181,200,168,168,182,182,228,24.89,1019.75
182,200,167,167,180,180,221,24.89,1019.75
183,200,166,166,180,180,215,24.87,1019.75
184,200,165,165,179,179,208,24.87,1019.75
185,200,164,164,178,178,199,24.87,1019.75
186,200,165,165,177,177,193,24.88,1019.74
187,200,166,166,176,176,184,24.88,1019.74
188,200,167,167,175,175,151,24.88,1019.74
189,200,168,168,173,173,142,24.88,1019.74
190,200,169,169,173,173,138,24.89,1019.73
191,200,170,170,172,172,132,24.89,1019.73
192,200,171,171,171,171,125,24.89,1019.73
193,200,172,172,170,170,119,24.89,1019.72
194,200,173,173,169,169,94,24.89,1019.72
195,200,174,174,168,168,76,24.89,1019.72
196,200,175,175,166,166,76,24.89,1019.72
197,200,176,176,166,166,76,24.89,1019.76
198,200,177,177,165,165,76,24.89,1019.76
199,200,178,178,164,164,76,24.89,1019.76
200,200,179,179,165,165,75,24.9,1019.8
201,200,180,180,166,166,76,24.9,1019.8
202,200,181,181,167,167,76,24.9,1019.8
203,200,182,182,165,165,75,24.89,1019.75
204,200,183,183,169,169,76,24.89,1019.75
205,200,184,184,170,170,76,24.89,1019.75
206,200,185,185,171,171,76,24.89,1019.75
207,200,186,186,172,172,76,24.9,1019.79
208,200,187,187,173,173,75,24.9,1019.79
209,200,188,188,174,174,76,24.9,1019.79
210,200,189,189,175,175,76,24.9,1019.76
211,200,190,190,176,176,76,24.9,1019.76
212,200,191,191,177,177,76,24.9,1019.76
213,200,192,192,178,178,76,24.9,1019.76
214,200,193,193,179,179,76,24.89,1019.76
215,200,194,194,180,180,76,24.89,1019.76
216,200,195,195,181,181,76,24.89,1019.76
217,200,196,196,182,182,76,24.9,1019.77
218,200,197,197,183,183,76,24.9,1019.77
219,200,198,198,184,184,76,24.9,1019.77
220,200,199,199,185,185,76,24.9,1019.77
221,200,200,200,186,186,76,24.9,1019.76
222,200,201,201,187,187,77,24.9,1019.76
223,200,202,202,187,187,77,24.9,1019.76
224,200,203,203,189,189,77,24.89,1019.75
225,200,204,204,190,190,78,24.89,1019.75
226,200,205,205,191,191,79,24.89,1019.75
227,200,206,206,192,192,84,24.89,1019.75
228,200,207,207,193,193,86,24.89,1019.78
229,200,208,208,194,194,93,24.89,1019.78
230,200,209,209,194,194,102,24.89,1019.78
231,200,210,210,196,196,107,24.89,1019.73
232,200,211,211,197,197,112,24.89,1019.73
233,200,212,212,198,198,120,24.89,1019.73
234,200,213,213,199,199,128,24.89,1019.77
235,200,214,214,200,200,132,24.89,1019.77
236,200,215,215,200,200,143,24.89,1019.77
237,200,216,216,199,199,149,24.89,1019.77
238,200,217,217,200,200,154,24.89,1019.79
239,200,218,218,200,200,163,24.89,1019.79
240,200,219,219,200,200,166,24.89,1019.79
241,200,220,220,200,200,180,24.9,1019.78
242,200,221,221,200,200,188,24.9,1019.78
243,200,222,222,200,200,194,24.9,1019.78
244,200,223,223,199,199,203,24.9,1019.78
245,200,222,222,200,200,207,24.89,1019.77
246,200,221,221,200,200,215,24.89,1019.77
247,200,220,220,200,200,222,24.89,1019.77
248,200,219,219,200,200,227,24.89,1019.75
249,200,218,218,200,200,232,24.89,1019.75
250,200,217,217,200,200,237,24.89,1019.75
251,200,216,216,199,199,240,24.89,1019.75
252,200,215,215,200,200,243,24.89,1019.79
253,200,214,214,200,200,249,24.89,1019.79
254,200,213,213,200,200,252,24.89,1019.79
255,200,212,212,200,200,257,24.89,1019.8
256,200,211,211,200,200,260,24.89,1019.8
257,200,210,210,200,200,264,24.89,1019.8
258,200,209,209,199,199,266,24.89,1019.8
259,200,208,208,200,200,267,24.89,1019.77
260,200,207,207,200,200,268,24.89,1019.77
261,200,206,206,200,200,270,24.89,1019.77
262,200,205,205,200,200,271,24.89,1019.81
263,200,204,204,200,200,271,24.89,1019.81
264,200,203,203,200,200,271,24.89,1019.81
265,200,202,202,199,199,272,24.89,1019.79
266,200,201,201,200,200,272,24.89,1019.79
267,200,200,200,200,200,272,24.89,1019.79
268,200,199,199,200,200,272,24.89,1019.79
269,200,198,198,200,200,272,24.89,1019.76
270,200,197,197,200,200,272,24.89,1019.76
271,200,196,196,200,200,274,24.89,1019.76
272,200,195,195,199,199,275,24.89,1019.77
273,200,194,194,200,200,276,24.89,1019.77
274,200,193,193,200,200,276,24.89,1019.77
275,200,192,192,200,200,277,24.89,1019.77
276,200,191,191,200,200,278,24.89,1019.77
277,200,190,190,200,200,279,24.89,1019.77
278,200,189,189,200,200,279,24.89,1019.77
279,200,188,188,199,199,281,24.89,1019.81
280,200,187,187,200,200,281,24.89,1019.81
281,200,186,186,200,200,281,24.89,1019.81
282,200,185,185,199,199,281,24.89,1019.81
283,200,184,184,198,198,281,24.89,1019.81
284,200,183,183,197,197,279,24.89,1019.81
285,200,182,182,196,196,277,24.89,1019.81
286,200,181,181,194,194,275,24.89,1019.78
287,200,180,180,194,194,272,24.89,1019.78
288,200,179,179,193,193,269,24.89,1019.78
289,200,178,178,192,192,266,24.89,1019.78
290,200,177,177,191,191,264,24.9,1019.79
291,200,176,176,190,190,261,24.9,1019.79
292,200,175,175,189,189,258,24.9,1019.79
293,200,174,174,187,187,253,24.89,1019.75
294,200,173,173,187,187,248,24.89,1019.75
295,200,172,172,186,186,244,24.89,1019.75
296,200,171,171,185,185,241,24.89,1019.72
297,200,170,170,184,184,238,24.89,1019.72
298,200,169,169,183,183,233,24.89,1019.72
299,200,168,168,182,182,228,24.89,1019.72
300,200,167,167,180,180,224,24.89,1019.74
301,200,166,166,180,180,221,24.89,1019.74
302,200,165,165,179,179,211,24.89,1019.74
303,200,164,164,178,178,204,24.9,1019.74
304,200,163,163,177,177,196,24.9,1019.74
305,200,164,164,176,176,188,24.9,1019.74
306,200,165,165,175,175,182,24.9,1019.74
307,200,166,166,173,173,151,24.9,1019.72
308,200,167,167,173,173,145,24.9,1019.72
309,200,168,168,172,172,143,24.9,1019.72
310,200,169,169,171,171,135,24.91,1019.76
